no_municipio,nome_escola_siope,esc,nome_dependencia_administrativa,nome_escola_secretaria,codigo_escola,codigo_mec,bairro,distrito,cep,complemento,endereco,numero
barueri,MARIA ELISA B COUTO CHALUPPE PROFA EMEF,maria elisa b couto chaluppe profa emef,MUNICIPAL,MARIA ELISA B COUTO CHALUPPE PROFA EMEF,210407,35210407,VILA SAO LUIZ (CENTRO),BARUERI,6411260,RUA,RUA SERGIO BERRINGER,125
barueri,ROBERTO LUIS DE ARAUJO BRANDAO EMEF,roberto luis de araujo brandao emef,MUNICIPAL,ROBERTO LUIS DE ARAUJO BRANDAO EMEF,244788,35244788,PARQUE VIANA,ALDEIA,6447010,AVENIDA,ANIBAL CORREIA,2363
capao bonito,FAUSTINO CESARINO BARRETO PROF EM,faustino cesarino barreto prof em,MUNICIPAL,FAUSTINO CESARINO BARRETO PROF EM,57885,35057885,JARDIM EUROPA,CAPAO BONITO,18307610,AVENIDA,FRANCISCO ANTONIO CONSOLMAGNO,260
capao bonito,OSCAR KURTZ CAMARGO EM,oscar kurtz camargo em,MUNICIPAL,OSCAR KURTZ CAMARGO EM,271615,35271615,CENTRO,CAPAO BONITO,18300492,RUA,RUA CORONEL ERNESTINO,561
sertaozinho,MARIA APARECIDA ORTOLAN BELLINI EMEF,maria aparecida ortolan bellini emef,MUNICIPAL,MARIA APARECIDA ORTOLAN BELLINI EMEF,392807,35392807,JARDIM NASSIN MAMED,SERTAOZINHO,14164168,RUA,RUA JULIETA RODRIGUES SPERANZA,271
sertaozinho,ADELAIDE RODRIGUES DA SILVA MARQUES EMEI,adelaide rodrigues da silva marques emei,MUNICIPAL,ADELAIDE RODRIGUES DA SILVA MARQUES EMEI,242100,35242100,CONJUNTO HABITACIONAL LOURENCO DOMENICI,SERTAOZINHO,14177125,RUA,RUA LUIZA MARIA TOGNON PERTICARRARI,1230
tupa,JOSE MARIO DE PAULA RIBEIRO PROFESSOR CMEI,jose mario de paula ribeiro professor cmei,MUNICIPAL,JOSE MARIO DE PAULA RIBEIRO PROFESSOR CMEI,231162,35231162,JARDIM UNESP,TUPA,17602670,RUA,ERNESTO COQUEMALA,1005
sertaozinho,ANGELO COLAFEMINA EMEF,angelo colafemina emef,MUNICIPAL,ANGELO COLAFEMINA EMEF,226889,35226889,JARDIM SAO SEBASTIAO,SERTAOZINHO,14169263,RUA,RUA AMERICO AMBROSIO,19
sertaozinho,WALDOMIRO GOMES EMEF,waldomiro gomes emef,MUNICIPAL,WALDOMIRO GOMES EMEF,248629,35248629,CONJUNTO HABITACIONAL ANTONIO COSTA PATRAO,SERTAOZINHO,14164102,RUA,RUA ALBERTO BENVEGNU,50
sertaozinho,MARY INES FURLANETTO ZEQUIM PROFESSORA EMEI,mary ines furlanetto zequim professora emei,MUNICIPAL,MARY INES FURLANETTO ZEQUIM PROFESSORA EMEI,270507,35270507,CONJUNTO HABITACIONAL ANTONIO COSTA PATRAO,SERTAOZINHO,14164116,"",RUA SANTINHO HUMBERTO APRILE,500
barueri,IVANI MARIA PAES PROFA EMEF,ivani maria paes profa emef,MUNICIPAL,IVANI MARIA PAES PROFA EMEF,415273,35415273,JARDIM DOS CAMARGOS,BARUERI,6410070,RUA,IVANI MARIA PAES PROFESSORA,21
barueri,EGIDIO COSTA PROFESSOR EMEF,egidio costa professor emef,MUNICIPAL,EGIDIO COSTA PROFESSOR EMEF,355732,35355732,JARDIM CALIFORNIA,BARUERI,6409010,RUA,PONTE DE PEDRAS,60
barueri,JOAQUIM SOARES ESCOLA MATERNAL,joaquim soares escola maternal,MUNICIPAL,JOAQUIM SOARES ESCOLA MATERNAL,235593,35235593,JARDIM IRACEMA,ALDEIA,6440000,AVENIDA,AV DA ALDEIA,905
santa adelia,LAZARA DE GODOY DOUTORA CENTRO DE EDUCACAO PRE ESCOLAR,lazara de godoy doutora centro de educacao pre escolar,MUNICIPAL,LAZARA DE GODOY DOUTORA CENTRO DE EDUCACAO PRE ESCOLAR,69127,35069127,JARDIM DARCIZINHO,SANTA ADELIA,15950000,RUA,RUA ANGELINA MATIOLI BONJARDIM,585
barueri,ELIANE CASTANON PEREIRA PROFA ESCOLA MUNICIPAL MATERNAL,eliane castanon pereira profa escola municipal maternal,MUNICIPAL,ELIANE CASTANON PEREIRA PROFA ESCOLA MUNICIPAL MATERNAL,401407,35401407,CHACARAS MARCO,BARUERI,6419060,RUA,BRASILANDIA,96
barueri,JOSE EMIDIO DE AGUIAR EMEIEF,jose emidio de aguiar emeief,MUNICIPAL,JOSE EMIDIO DE AGUIAR EMEIEF,276315,35276315,JARDIM MARIA TEREZA,BARUERI,6411280,RUA,AUGUSTA,198
barueri,SUZETE DA COSTA E SILVA MARIANO PROFA EMEF,suzete da costa e silva mariano profa emef,MUNICIPAL,SUZETE DA COSTA E SILVA MARIANO PROFA EMEF,355744,35355744,JARDIM MARIA HELENA,BARUERI,6440000,AVENIDA,AVENIDA GIOVANI ATTILIO TOLAINE,115
santa adelia,DIEGO SEGURA MARTINS EMEF,diego segura martins emef,MUNICIPAL,DIEGO SEGURA MARTINS EMEF,244946,35244946,VILA APARECIDA,SANTA ADELIA,15950000,"",RUA TREZE DE MAIO,22
capao bonito,MARIA DA CONCEICAO LUCAS MIELDAZIS PROFA EM,maria da conceicao lucas mieldazis profa em,MUNICIPAL,MARIA DA CONCEICAO LUCAS MIELDAZIS PROFA EM,80469,35080469,VILA BELA VISTA,CAPAO BONITO,18301146,AVENIDA,MASSAICHI KAKIHARA,1500
sertaozinho,ANTONIO CRISTINO CABRAL PROFESSOR EMEF,antonio cristino cabral professor emef,MUNICIPAL,ANTONIO CRISTINO CABRAL PROFESSOR EMEF,280057,35280057,SAO JOAO,SERTAOZINHO,14170150,AVENIDA,AVENIDA NOSSA SENHORA APARECIDA,1511
sertaozinho,TEREZINHA BACHEGA FAVARETTO PROFESSORA EMEI,terezinha bachega favaretto professora emei,MUNICIPAL,TEREZINHA BACHEGA FAVARETTO PROFESSORA EMEI,270477,35270477,CONJUNTO HABITACIONAL WALTER DE PADUA BECKER,SERTAOZINHO,14177325,RUA,RUA MARIA APARECIDA SALA GRANDIZOL,1111
sertaozinho,ELYDIA CARNEIRO DA ROCHA EMEF,elydia carneiro da rocha emef,MUNICIPAL,ELYDIA CARNEIRO DA ROCHA EMEF,280070,35280070,PEDRO DORASCENZI (CRUZ DAS POSSES),CRUZ DAS POSSES,14179064,RUA,PEDRO SERAFIM RAMOS,51
tupa,THIAGO ALVES DA SILVA LEANDRO PROFESSOR EMEIEF,thiago alves da silva leandro professor emeief,MUNICIPAL,THIAGO ALVES DA SILVA LEANDRO PROFESSOR EMEIEF,564588,35564588,JARDIM UNESP,TUPA,17602670,RUA,ERNESTO COQUEMALA,1015
sertaozinho,MARIA INES FANECO PIGNATA EMEI,maria ines faneco pignata emei,MUNICIPAL,MARIA INES FANECO PIGNATA EMEI,270520,35270520,JARDIM ALVORADA,SERTAOZINHO,14166090,RUA,RUA FIORAVANTE SICCHIERI,2246
pindorama,WAGNER HAGE PROFESSOR EMEF,wagner hage professor emef,MUNICIPAL,WAGNER HAGE PROFESSOR EMEF,246566,35246566,CENTRO,PINDORAMA,15830000,RUA,RUA JOAO RODRIGUES COSTA,18
barueri,MATILDE ABREU DE MORAES ESCOLA MATERNAL MUNICIPAL,matilde abreu de moraes escola maternal municipal,MUNICIPAL,MATILDE ABREU DE MORAES ESCOLA MATERNAL MUNICIPAL,235600,35235600,VILA BARROS,BARUERI,6410300,RUA,MARABAS,416
porto ferreira,NORAIDE MARIANO PROFA EMEF,noraide mariano profa emef,MUNICIPAL,NORAIDE MARIANO PROFA EMEF,214401,35214401,JARDIM PRIMAVERA,PORTO FERREIRA,13660000,RUA,RUA DOUTOR CARLINDO VALERIANI,1281
santa adelia,ADELINO HONORATO BERTOLO EMEF,adelino honorato bertolo emef,MUNICIPAL,ADELINO HONORATO BERTOLO EMEF,192983,35192983,ELZA GALVAO BRANCO,SANTA ADELIA,15950000,RUA,RUA PRUDENTE DE MORAES,876
pindorama,ULYSSES CONTREIRAS FERREIRA DOUTOR EMEF,ulysses contreiras ferreira doutor emef,MUNICIPAL,ULYSSES CONTREIRAS FERREIRA DOUTOR EMEF,214036,35214036,JARDIM DAS PALMEIRAS,PINDORAMA,15830000,RUA,RUA ONORIO RAMOS DA SILVA,1288
pindorama,JESUS MENINO DO JARDIM DAS PALMEIRAS EMEI,jesus menino do jardim das palmeiras emei,MUNICIPAL,JESUS MENINO DO JARDIM DAS PALMEIRAS EMEI,301164,35301164,JARDM DAS PALMEIRAS,PINDORAMA,15830000,RUA,RUA MANOEL MORAIS,525
sertaozinho,JOSUE DE CASTRO DR EMEI,josue de castro dr emei,MUNICIPAL,JOSUE DE CASTRO DR EMEI,270489,35270489,CONJUNTO HABITACIONAL LOURENCO DOMENICI,SERTAOZINHO,14177155,RUA,RUA WAGNER BISSON,110
pindorama,ORSINI CARNEIRO GIFFONI DOUTOR EMEIF,orsini carneiro giffoni doutor emeif,MUNICIPAL,ORSINI CARNEIRO GIFFONI DOUTOR EMEIF,214024,35214024,ROBERTO,ROBERTO,15835000,"",RUA NOVE JULHO,82
pindorama,EMEI PROFA SUELI SIMOES PIMENTEL,emei profa sueli simoes pimentel,MUNICIPAL,EMEI PROFA SUELI SIMOES PIMENTEL,584472,35584472,RESIDENCIAL GIOVANA,PINDORAMA,15830000,RUA,RUA MAJOR CARLOS DE FREITAS,SN
barueri,JOSE VITAL ALVES FREIRE EMEF,jose vital alves freire emef,MUNICIPAL,JOSE VITAL ALVES FREIRE EMEF,246761,35246761,JARDIM ITAQUITI,JARDIM BELVAL,6422020,RUA,ADHEMAR PEREIRA DE BARROS GOVERNADOR,117
barueri,DECIO TRUJILLO EMEI,decio trujillo emei,MUNICIPAL,DECIO TRUJILLO EMEI,78748,35078748,VILA MILITAR,ALDEIA,6444000,ESTRADA VELHA,ITAPEVI,3860
barueri,CARLOS OSMARINHO DE LIMA PROF EMEI,carlos osmarinho de lima prof emei,MUNICIPAL,CARLOS OSMARINHO DE LIMA PROF EMEI,465276,35465276,JARDIM FLORIDA,BARUERI,6407240,RUA,MARGARIDAS,182
santa adelia,CRECHE AMERICO LANZA,creche americo lanza,MUNICIPAL,CRECHE AMERICO LANZA,577716,35577716,JARDIM FORMIGONI,SANTA ADELIA,15950000,RUA,RUA ZULMIRA BELOTTI FORMIGONI,120
lutecia,ANTONIO MONTEIRO DA SILVA EMEIF,antonio monteiro da silva emeif,MUNICIPAL,ANTONIO MONTEIRO DA SILVA EMEIF,215855,35215855,CENTRO,LUTECIA,19750000,RUA,RUA MANOEL LOURENCO,235
pindorama,SIMON ASPEITAZ PERES PADRE EMEI,simon aspeitaz peres padre emei,MUNICIPAL,SIMON ASPEITAZ PERES PADRE EMEI,470569,35470569,CONJUNTO HABITACIONAL ITALO NARCISO COLOMBO,PINDORAMA,15830000,RUA,RUA PROFESSORA MARIA DO CARMO VILLAR NASSAR,220
lorena,JOAO HIPOLITO DE MORAES DOM CMEI,joao hipolito de moraes dom cmei,MUNICIPAL,JOAO HIPOLITO DE MORAES DOM CMEI,192173,35192173,CRUZ,LORENA,12606150,AVENIDA,SETE DE SETEMBRO,SN
limeira,LIMEIRA EMEIEF,limeira emeief,MUNICIPAL,LIMEIRA EMEIEF,222112,35222112,VILA JACON,LIMEIRA,13480729,RUA,RUA DOUTOR JOSE BOTELHO VELOSO,300
porto feliz,NAIR COLI DE MORAES PROFA CECIM,nair coli de moraes profa cecim,MUNICIPAL,NAIR COLI DE MORAES PROFA CECIM,208991,35208991,JARDIM VANTE ANGELIERI,PORTO FELIZ,18540000,ESTRADA,RUA SIRIO PREVITALI,50
limeira,MARCIA APARECIDA DELLA COLETTA SILMANN PROFA EMEIEF,marcia aparecida della coletta silmann profa emeief,MUNICIPAL,MARCIA APARECIDA DELLA COLETTA SILMANN PROFA EMEIEF,270830,35270830,PARQUE RESIDENCIAL ABILIO PEDRO,LIMEIRA,13483339,RUA,RUA WALDEMAR PANARO,SN
limeira,CAROLINA GUILHERMINA SCHNOOR BOHIANZA CI,carolina guilhermina schnoor bohianza ci,MUNICIPAL,CAROLINA GUILHERMINA SCHNOOR BOHIANZA CI,204936,35204936,PARQUE NOSSA SENHORA DAS DORES,LIMEIRA,13483132,AVENIDA,AVENIDA VITORIO BORTOLAN,1350
limeira,ARLINDO DE SALVO PROF CEIEF,arlindo de salvo prof ceief,MUNICIPAL,ARLINDO DE SALVO PROF CEIEF,295061,35295061,JARDIM PALMEIRAS,LIMEIRA,13481682,RUA,NARCISO JACON,229
orlandia,FERNANDA DA SILVA FONSECA EMEB,fernanda da silva fonseca emeb,MUNICIPAL,FERNANDA DA SILVA FONSECA EMEB,268045,35268045,JARDIM VALE FORMOSO,ORLANDIA,14620000,RUA,AVENIDA L,381
monte azul paulista,SUMAIH CHAMAS VILELA PROFA CEMEI,sumaih chamas vilela profa cemei,MUNICIPAL,SUMAIH CHAMAS VILELA PROFA CEMEI,417555,35417555,JARDIM SAO FELIPE,MONTE AZUL PAULISTA,14730000,RUA,AVENIDA LISCANO COELHO BLANCO,1235
buritizal,DIJALMA PIMENTEL PROF EMEF,dijalma pimentel prof emef,MUNICIPAL,DIJALMA PIMENTEL PROF EMEF,241362,35241362,CENTRO,BURITIZAL,14570000,RUA,RUA WASHINGTON LUIS,532
dumont,QUITERIA SOARES CARNEIRO CEMEI,quiteria soares carneiro cemei,MUNICIPAL,QUITERIA SOARES CARNEIRO CEMEI,461040,35461040,CENTRO,DUMONT,14120000,RUA,AV 21 DE MARCO,2951
dumont,ALTINO JACINTHO TOVO PROFESSOR EMEF,altino jacintho tovo professor emef,MUNICIPAL,ALTINO JACINTHO TOVO PROFESSOR EMEF,214164,35214164,JARDIM ADELAIDE,DUMONT,14120000,RUA,RUA JOAO NEGRI,412
orlandia,EMEB PROFA MARIA APARECIDA DE MELO E SOUZA,emeb profa maria aparecida de melo e souza,MUNICIPAL,EMEB PROFA MARIA APARECIDA DE MELO E SOUZA,277599,35277599,JARDIM SIENA,ORLANDIA,14620000,RUA,AVENIDA M,980
campinas,MARIA BATRUM CURY CEI,maria batrum cury cei,MUNICIPAL,MARIA BATRUM CURY CEI,205229,35205229,JARDIM ROSEIRA,CAMPINAS OESTE,13060314,AVENIDA,BRASILIA,519
campinas,ISAURA ROQUE QUERCIA CEI,isaura roque quercia cei,MUNICIPAL,ISAURA ROQUE QUERCIA CEI,274215,35274215,JARDIM BOA ESPERANCA,CAMPINAS OESTE,13091508,RUA,FREDERICO MARCONDES MACHADO,65
campinas,MARIA ISABEL BALTAR DA ROCHA RODRIGUES PROFESSORA CEI,maria isabel baltar da rocha rodrigues professora cei,MUNICIPAL,MARIA ISABEL BALTAR DA ROCHA RODRIGUES PROFESSORA CEI,428966,35428966,JARDIM DO LAGO CONTINUACAO,CAMPINAS OESTE,13051063,RUA,RUTH OLIVEIRA SILVEIRA BELO PROFESSORA,SN
braganca paulista,LUCIA HELENA PUGIALI PROFESSORA EM,lucia helena pugiali professora em,MUNICIPAL,LUCIA HELENA PUGIALI PROFESSORA EM,447432,35447432,TORO,BRAGANCA PAULISTA,12929462,RUA,ESTELA GAZZANEO DE CARVALHO PROFESSORA,100
brauna,ADOLFO HECHT EMEF,adolfo hecht emef,MUNICIPAL,ADOLFO HECHT EMEF,207615,35207615,CENTRO,BRAUNA,16290000,AVENIDA,AVENIDA BARAO DO RIO BRANCO,451
brauna,MARIA GORETI EMEB,maria goreti emeb,MUNICIPAL,MARIA GORETI EMEB,305728,35305728,CENTRO,BRAUNA,16290000,AVENIDA,RUA DO LAZER,153A
orlandia,IRMA MIRANDA MELLO PROFA EMEB,irma miranda mello profa emeb,MUNICIPAL,IRMA MIRANDA MELLO PROFA EMEB,63617,35063617,CENTRO,ORLANDIA,14620000,RUA,RUA DEZ,992
campinas,REINO ENCANTADO CEI,reino encantado cei,MUNICIPAL,REINO ENCANTADO CEI,205321,35205321,PARQUE FAZENDINHA,CAMPINAS OESTE,13064724,RUA,REGINA ARAUJO LEONE,417
campinas,MANOEL AFFONSO FERREIRA DR CEI,manoel affonso ferreira dr cei,MUNICIPAL,MANOEL AFFONSO FERREIRA DR CEI,71134,35071134,VILA TEIXEIRA,CAMPINAS OESTE,13032470,RUA,RUA FRANCISCO DE ASSIS PUPO,939
campinas,SAO JOAO BATISTA CEI,sao joao batista cei,MUNICIPAL,SAO JOAO BATISTA CEI,208267,35208267,PARQUE SAO QUIRINO,CAMPINAS OESTE,13088117,RUA,MOSCOU,219
campinas,IDALINA CALDEIRA DE SOUZA PEREIRA CEI,idalina caldeira de souza pereira cei,MUNICIPAL,IDALINA CALDEIRA DE SOUZA PEREIRA CEI,290154,35290154,CONJUNTO HABITACIONAL PARQUE DA FLORESTA,CAMPINAS OESTE,13058101,RUA,HORTA LISBOA PROFESSOR,205
taciba,ARMINDA CUSTODIO DE PADUA MARCELINO EMEIF,arminda custodio de padua marcelino emeif,MUNICIPAL,ARMINDA CUSTODIO DE PADUA MARCELINO EMEIF,214899,35214899,JARDIM POPULAR,TACIBA,19590000,RUA,RUA ANGELO FERRO,877
taciba,IRMA DULCE CRECHE,irma dulce creche,MUNICIPAL,IRMA DULCE CRECHE,214905,35214905,JARDIM ALTO ALEGRE,TACIBA,19590000,RUA,RUA ANTONIO GIGLIO,31
braganca paulista,MARIA JOSE DE CAMPOS DORIGO ESCOLA MUNICIPAL RURAL,maria jose de campos dorigo escola municipal rural,MUNICIPAL,MARIA JOSE DE CAMPOS DORIGO ESCOLA MUNICIPAL RURAL,226725,35226725,BOA VISTA,BRAGANCA PAULISTA,12915520,ESTRADA MUNICIPAL,BAIRRO BOA VISTA,SN
braganca paulista,HAFIZ ABI CHEDID COMENDADOR EM,hafiz abi chedid comendador em,MUNICIPAL,HAFIZ ABI CHEDID COMENDADOR EM,222537,35222537,BAIRRO UBERABA,BRAGANCA PAULISTA,12908420,AVENIDA,AVENIDA DJANIRA BRANDI BERTOLOTTI,SN
taciba,GENTILA LUIZA DAMASCENO EMEF,gentila luiza damasceno emef,MUNICIPAL,GENTILA LUIZA DAMASCENO EMEF,214887,35214887,CENTRO,TACIBA,19590000,RUA,RUA DOMINGOS DALLE VEDOVE,280
campinas,MATILDE AZEVEDO EGIDIO SETUBAL CEI,matilde azevedo egidio setubal cei,MUNICIPAL,MATILDE AZEVEDO EGIDIO SETUBAL CEI,202241,35202241,JARDIM NOVO CAMPOS ELISIOS,CAMPINAS OESTE,13060442,RUA,RUA DOM OSCAR ROMERO,115
campinas,RAFAEL ANDRADE DUARTE PREFEITO CEI,rafael andrade duarte prefeito cei,MUNICIPAL,RAFAEL ANDRADE DUARTE PREFEITO CEI,59336,35059336,JARDIM BELO HORIZONTE,CAMPINAS OESTE,13076550,RUA,HENRIQUE SCHROEDER,112
campinas,DULCINEIA REGINA BITENCOURT ALVES CEI,dulcineia regina bitencourt alves cei,MUNICIPAL,DULCINEIA REGINA BITENCOURT ALVES CEI,249919,35249919,CONJUNTO HABITACIONAL VIDA NOVA,CAMPINAS OESTE,13057505,RUA,PLINIO DE MORAES,117
campinas,PERSEU LEITE DE BARROS DR CEI,perseu leite de barros dr cei,MUNICIPAL,PERSEU LEITE DE BARROS DR CEI,59298,35059298,VILA ITAPURA,CAMPINAS OESTE,13023185,RUA,SACRAMENTO,802
campinas,JOAO BATISTA FILHO CEI,joao batista filho cei,MUNICIPAL,JOAO BATISTA FILHO CEI,348788,35348788,VILA BOA VISTA,CAMPINAS OESTE,13064752,RUA,AZEVINHOS,SN
sao bernardo do campo,TEOTONIO VILELA SENADOR EMEB,teotonio vilela senador emeb,MUNICIPAL,TEOTONIO VILELA SENADOR EMEB,282935,35282935,DOS CASA,SAO BERNARDO DO CAMPO,9840360,RUA,MATHILDE FERRARI MARCON,30
campinas,JARDIM AMAPAT CEI,jardim amapat cei,MUNICIPAL,JARDIM AMAPAT CEI,205023,35205023,PARQUE TROPICAL,CAMPINAS OESTE,13060530,RUA,JOSE RAMOS CATARINO,123
campinas,VILA DAS PALMEIRAS CEI,vila das palmeiras cei,MUNICIPAL,VILA DAS PALMEIRAS CEI,386595,35386595,VILA PALMEIRAS I,CAMPINAS OESTE,13053241,AVENIDA,RUA JOSE LOPES SERRA,376
campinas,MARIA LAZARA DUARTE GONCALVES CEI,maria lazara duarte goncalves cei,MUNICIPAL,MARIA LAZARA DUARTE GONCALVES CEI,204833,35204833,JARDIM EULINA,CAMPINAS OESTE,13063150,AVENIDA,AVENIDA DOUTOR HERMANN DA CUNHA CANTO,293
braganca paulista,ESCOLA MUNICIPAL PROFESSORA MARISA VALERIO PINTO,escola municipal professora marisa valerio pinto,MUNICIPAL,ESCOLA MUNICIPAL PROFESSORA MARISA VALERIO PINTO,587400,35587400,LOTEAMENTO BRAGANCA PAULISTA LOTES URBANIZADOS,BRAGANCA PAULISTA,12929129,"",BENEDITO LUIZ AFONSO,160
jaborandi,NEIDE EMILIA CARDOSO FOGACA PROFESSORA CEMEI,neide emilia cardoso fogaca professora cemei,MUNICIPAL,NEIDE EMILIA CARDOSO FOGACA PROFESSORA CEMEI,132949,35132949,CENTRO,JABORANDI,14775000,"",VEREADOR ONOFRE ALVES DA COSTA,1450
estiva gerbi,EVALDO JOSE ZENARI EMEF,evaldo jose zenari emef,MUNICIPAL,EVALDO JOSE ZENARI EMEF,277241,35277241,JARDIM TAGUA II,ESTIVA GERBI,13857000,RUA,AVENIDA ANGELO ZANCO,1302
francisco morato,CLARICE LISPECTOR ESCOLA MUNICIPAL,clarice lispector escola municipal,MUNICIPAL,CLARICE LISPECTOR ESCOLA MUNICIPAL,68883,35068883,JARDIM NOSSA SENHORA APARECIDA,FRANCISCO MORATO,7930170,RUA,RUA HORTENCIO ESCOBAR NUNES,406
caraguatatuba,OSWALDO FERREIRA PROF EMEF,oswaldo ferreira prof emef,MUNICIPAL,OSWALDO FERREIRA PROF EMEF,225964,35225964,JARDIM OLARIA,CARAGUATATUBA,11663660,RUA,JOSE PEDRO DE OLIVEIRA BARBOSA,190
caraguatatuba,LUIZ SILVAR DO PRADO PROFESSOR EMEF,luiz silvar do prado professor emef,MUNICIPAL,LUIZ SILVAR DO PRADO PROFESSOR EMEF,565817,35565817,JARDIM OLARIA,CARAGUATATUBA,11663660,RUA,JOSE PEDRO DE OLIVEIRA BARBOSA,805
dois corregos,MARIA JOSE SCARPIM PROFA EMEI,maria jose scarpim profa emei,MUNICIPAL,MARIA JOSE SCARPIM PROFA EMEI,83616,35083616,JARDIM PAULISTA,DOIS CORREGOS,17300000,RUA,RUA WADY CHADDAD,20
natividade da serra,TERESA GARCIA MINARI PROFA EMEF,teresa garcia minari profa emef,MUNICIPAL,TERESA GARCIA MINARI PROFA EMEF,211734,35211734,POUSO ALTO,NATIVIDADE DA SERRA,12180000,AVENIDA,RUA GERALDO CASSIANO DE SOUZA,SN
francisco morato,LIMA BARRETO ESCOLA MUNICIPAL,lima barreto escola municipal,MUNICIPAL,LIMA BARRETO ESCOLA MUNICIPAL,68895,35068895,BATISTA GENARI,FRANCISCO MORATO,7920030,RUA,RUA LOURENCO BUENO DE CAMARGO FILHO,148
francisco morato,GRACILIANO RAMOS ESCOLA MUNICIPAL,graciliano ramos escola municipal,MUNICIPAL,GRACILIANO RAMOS ESCOLA MUNICIPAL,98152,35098152,BELEM ESTACAO,FRANCISCO MORATO,7901150,RUA,XAVANTES,19
matao,AFFONSO LEMOS PROF CENTRO EDUCATIVO CRECHE EMEI,affonso lemos prof centro educativo creche emei,MUNICIPAL,AFFONSO LEMOS PROF CENTRO EDUCATIVO CRECHE EMEI,276376,35276376,SENHOR BOM JESUS,MATAO,15995224,RUA,RUA SEBASTIANA SCARPINATTI DE MORAES,803
francisco morato,TATIANA BELINKY ESCOLA MUNICIPAL,tatiana belinky escola municipal,MUNICIPAL,TATIANA BELINKY ESCOLA MUNICIPAL,481373,35481373,PARQUE BELEM,FRANCISCO MORATO,7942100,RUA,BRASILIA,55
natividade da serra,THEREZINHA LEMES PORTO PINTO PROFESSORA EMEI,therezinha lemes porto pinto professora emei,MUNICIPAL,THEREZINHA LEMES PORTO PINTO PROFESSORA EMEI,448114,35448114,CENTRO,NATIVIDADE DA SERRA,12180000,AVENIDA,RUA CORONEL LUIZ FERNANDES DA SILVA,121
caraguatatuba,SANTINA NARDI MARQUES CEI EMEI,santina nardi marques cei emei,MUNICIPAL,SANTINA NARDI MARQUES CEI EMEI,78074,35078074,CAPUTERA,CARAGUATATUBA,11660450,RUA,ANTONIO NARDI,200
caraguatatuba,EDNA MARIA NOGUEIRA FERRAZ PROFA CENTRO INT ED FUND INF,edna maria nogueira ferraz profa centro int ed fund inf,MUNICIPAL,EDNA MARIA NOGUEIRA FERRAZ PROFA CENTRO INT ED FUND INF,300603,35300603,JARAGUA,CARAGUATATUBA,11668005,RUA,BENEDITO FORTUNATO,SN
dois corregos,MARIA LUCIA ALTIMARI DANTE PROFA CMEI,maria lucia altimari dante profa cmei,MUNICIPAL,MARIA LUCIA ALTIMARI DANTE PROFA CMEI,83537,35083537,CONJUNTO HABITACIONAL JOAO VIOTTO,DOIS CORREGOS,17300000,RUA,AVENIDA OLINDO SILVIO MANGILI,120
francisco morato,JAIME GONCALVES RADIALISTA ESCOLA MUNICIPAL,jaime goncalves radialista escola municipal,MUNICIPAL,JAIME GONCALVES RADIALISTA ESCOLA MUNICIPAL,276736,35276736,PARQUE CENTO E VINTE,FRANCISCO MORATO,7940140,RUA,RUA PARAIBA,154
francisco morato,LEONARDO DA VINCI ESCOLA MUNICIPAL,leonardo da vinci escola municipal,MUNICIPAL,LEONARDO DA VINCI ESCOLA MUNICIPAL,77562,35077562,VASSOURAS,FRANCISCO MORATO,7953130,RUA,RUA DOZE,130
pereira barreto,SOSSEGO DA MAMAE CRECHE MUNICIPAL,sossego da mamae creche municipal,MUNICIPAL,SOSSEGO DA MAMAE CRECHE MUNICIPAL,279638,35279638,JARDIM MERCEDES,PEREIRA BARRETO,15370000,RUA,RUA PARA,1823
pereira barreto,MARIA ELZA AGUIAR DOMINGUES EMEB,maria elza aguiar domingues emeb,MUNICIPAL,MARIA ELZA AGUIAR DOMINGUES EMEB,294275,35294275,JARDIM IMPERATRIZ,PEREIRA BARRETO,15370000,RUA,RUA PARA,981
santa branca,FRANCISCA ROSA GOMES PROFA EMEF,francisca rosa gomes profa emef,MUNICIPAL,FRANCISCA ROSA GOMES PROFA EMEF,240989,35240989,CENTRO,SANTA BRANCA,12380000,RUA,RUA BRIGADEIRO AGUIAR,508
santa branca,ISAURA MARTINS ROSA DE SIQUEIRA PROFA EMEF,isaura martins rosa de siqueira profa emef,MUNICIPAL,ISAURA MARTINS ROSA DE SIQUEIRA PROFA EMEF,466694,35466694,JARDIM SAO JOSE,SANTA BRANCA,12380000,RUA,RUA ARTHUR ROSA PORTO FILHO,215
presidente prudente,JOAO SEBASTIAO LISBOA ESCOLA MUNICIPAL,joao sebastiao lisboa escola municipal,MUNICIPAL,JOAO SEBASTIAO LISBOA ESCOLA MUNICIPAL,362384,35362384,VILA SANTA HELENA,PRESIDENTE PRUDENTE,19015640,RUA,HUGO MIELE PROFESSOR,815
cajamar,MARIA DE LOURDES MATTAR PROFA EMEB,maria de lourdes mattar profa emeb,MUNICIPAL,MARIA DE LOURDES MATTAR PROFA EMEB,218212,35218212,PARQUE MARIA APARECIDA,POLVILHO,7793835,"",RUA JOSE RANGEL DE MESQUITA,405
cajamar,EVA ROSA DE OLIVEIRA SANTOS EMEB,eva rosa de oliveira santos emeb,MUNICIPAL,EVA ROSA DE OLIVEIRA SANTOS EMEB,218236,35218236,PARQUE PARAISO,POLVILHO,7794075,"",RUA COLINAS,501
